id,reference_id,name,price,image,extra_images,description,category_id
11,6766,石榴石蓝色魔盒多圈手串BAC939,228.00,https://aurayou2.lot-lot.com/image/32/2025/03/b3753c8da2eb115ba515fb90e9775c84.jpg,https://aurayou2.lot-lot.com/image/32/2025/03/b3753c8da2eb115ba515fb90e9775c84.jpg|https://aurayou2.lot-lot.com/image/32/2025/03/0465161568ddac5565132cbd321316da.jpg|https://aurayou2.lot-lot.com/image/32/2025/03/c531f3fe8a7bc36cdd625efd82538d1e.jpg|https://aurayou2.lot-lot.com/image/32/2025/03/0d884967fb61cb9e7e964a8668b409d9.jpg|https://aurayou2.lot-lot.com/image/32/2025/03/a82d3a265df51f6a5f8f39f9af2e4cd6.jpg|https://aurayou2.lot-lot.com/image/32/2025/03/983db39c7d384af96af7e97efb7805dd.jpg,▫️▪️石榴石蓝色魔盒多圈手串 - 材质：石榴石，蓝锆石 尺寸：5mm,831|832|833|834|848|850|852|854|858|863|865|873|1054|1056
12,8306,红玛瑙手串BAC590x,120.00,https://aurayou2.lot-lot.com/image/32/2025/06/47f3201fc57244c50b2615757cadafeb.jpg,https://aurayou2.lot-lot.com/image/32/2025/06/47f3201fc57244c50b2615757cadafeb.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/63d4fe8be78a58b1ec0fa76f2937d131.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/0bb26dc82377547be939813791f5e8f9.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/c099bebdd10ffc3f8e2b91765b82796e.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/063e2f16a8520ee84dcfcebb96a98cca.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/3b2cca783c7817679bfbeb9d3dcac43e.jpg,▫️▪️红玛瑙手串 - 材质&尺寸：红玛瑙12mm，和田玉10mm，贝珠6mm,831|832|833|834|849|850|851|852|858|862|1054|1623|1624
13,7652,太阳石白幽灵手串BAC940,178.00,https://aurayou2.lot-lot.com/image/32/2025/04/b427c1f9a13bc59be28c307738c10c1e.jpg,https://aurayou2.lot-lot.com/image/32/2025/04/b427c1f9a13bc59be28c307738c10c1e.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/e04d2ad8dc024b70403344f9f4771652.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/368ccd347ce940086fac158b5d089975.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/781a088d507c7bc9b8fadc2dd5e77f09.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/bd4217b13a24970ac9fd1d3929394411.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/509668ae173701da8437d4736f01ba13.jpg,▫️▪️太阳石白幽灵手串 - 材质：太阳石，白幽灵 尺寸：10mm,831|832|833|834|845|846|849|851|852|853|854|855|860|862|935|1054|1188
14,6934,太阳石贝珠手串BAC943,86.00,https://aurayou2.lot-lot.com/image/32/2025/03/03313339aa497fbab9474d5533a91aa2.jpg,https://aurayou2.lot-lot.com/image/32/2025/03/03313339aa497fbab9474d5533a91aa2.jpg|https://aurayou2.lot-lot.com/image/32/2025/03/0cb2bc29c560097ea4701a84c66cdaca.jpg|https://aurayou2.lot-lot.com/image/32/2025/03/0095027220553b2f13c0df8997f646e3.jpg|https://aurayou2.lot-lot.com/image/32/2025/03/9728dd955361dd3e6228ce4a0d500d15.jpg|https://aurayou2.lot-lot.com/image/32/2025/03/d184a12e07497cb5bf9a78a38b93f896.jpg|https://aurayou2.lot-lot.com/image/32/2025/03/0197f845cf93d9b9618f69d1ad3b884a.jpg,▫️▪️太阳石贝珠手串 - 材质：太阳石，贝珠 尺寸：8mm,831|832|833|834|845|846|848|849|850|851|852|854|858|863|935|1054|1063
15,6767,太阳石手串BAC942,200.00,https://aurayou2.lot-lot.com/image/32/2025/03/da5c0eb475a0d62a5d07fd5441c14ddd.jpg,https://aurayou2.lot-lot.com/image/32/2025/03/da5c0eb475a0d62a5d07fd5441c14ddd.jpg|https://aurayou2.lot-lot.com/image/32/2025/03/1f8415733f04b99df9ec7333f50f98c9.jpg|https://aurayou2.lot-lot.com/image/32/2025/03/dd2ec127383add7d0bad788b472bb8c5.jpg|https://aurayou2.lot-lot.com/image/32/2025/03/d87bfcad6bd11f6fc1704ac64d49822e.jpg|https://aurayou2.lot-lot.com/image/32/2025/03/3e70c9f3f1a7fc1bd15aae2b45f43410.jpg|https://aurayou2.lot-lot.com/image/32/2025/03/7dac492e04d94a6506c455003d00de3a.jpg,▫️▪️太阳石手串 - 材质：太阳石 尺寸：11mm,831|832|833|834|845|846|849|851|854|858|862|935|1054|1056
16,5853,樱花玛瑙太阳石手串BAC838,115.00,https://aurayou2.lot-lot.com/image/32/2025/01/242df1eb20b04ffe8fe9f5ec0f90757b.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/242df1eb20b04ffe8fe9f5ec0f90757b.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/89599bb5a85ebaacde9f2e75eab5d81c.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/7d8a3ba50ab5f0c5a072afb9d6cddc1c.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/56aabf6de5f42cb05d9a3d33449b8748.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/62e6770fd54aa040f1393e3f4892c5ab.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/70f8404a70d13325af7c9a0a24240f57.jpg,▫️▪️樱花玛瑙太阳石手串 - 材质：樱花玛瑙、太阳石 尺寸：8-10mm,831|832|833|834|845|846|848|849|850|851|852|854|857|860|863|887|935
17,8692,紫黄多宝手串BAC083x,366.00,https://aurayou2.lot-lot.com/image/32/2025/07/141d5e52fad4df1f3693ac13e430db9e.jpg,https://aurayou2.lot-lot.com/image/32/2025/07/141d5e52fad4df1f3693ac13e430db9e.jpg|https://aurayou2.lot-lot.com/image/32/2025/07/8e32b58b5314981a11097db9ecd9ba7e.jpg|https://aurayou2.lot-lot.com/image/32/2025/07/cd0e30ecf2c151ee1b64c00cd32bbee7.jpg|https://aurayou2.lot-lot.com/image/32/2025/07/04e382cee0a0bbf6944d94a57e6fc05f.jpg|https://aurayou2.lot-lot.com/image/32/2025/07/a403a29aad80d32addc77a81f1643db1.jpg|https://aurayou2.lot-lot.com/image/32/2025/07/a7b405a2aba210122effd5e27f5514e2.jpg,"▫️▪️紫黄多宝手串 - 材质&尺寸：紫水晶11mm,紫锂云母11mm,黄水晶11.5mm，白水晶10mm,紫锂辉12mm",831|832|833|834|845|846|847|849|850|852|853|854|855|862|875|901|1054|1799
18,8340,黄水晶海蓝宝手串BAC1077,356.00,https://aurayou2.lot-lot.com/image/32/2025/06/e6147871bd646c9ac2c1bdb572a5aaab.jpg,https://aurayou2.lot-lot.com/image/32/2025/06/fa6f16d25082bfc67a656c801779d821.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/10b96de3eab61adfdb777986e814825c.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/4f6dbbd8b835dacf6dadbb6ab889f152.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/1e2d2ee86c2efec9f425814b27de1bdb.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/f5b352e3631d25f60d8d225b175e9fc3.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/c441ee30cb6542a4fb38a8953026c978.jpg,▫️▪️黄水晶海蓝宝手串 - 材质&尺寸：黄水晶15.5mm，海蓝宝16mm，黄水晶随形，贝珠,831|832|833|834|845|846|847|849|852|854|857|861|875|1054|1679
19,8300,黄水晶黄锂云母魔盒手串BAC1075,330.00,https://aurayou2.lot-lot.com/image/32/2025/06/796fa06474a9c1445241fd785838f035.jpg,https://aurayou2.lot-lot.com/image/32/2025/06/796fa06474a9c1445241fd785838f035.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/d1640fa4a947483f5b6c81d59ccad908.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/8d2a5960e3b2aea33c7fbdb87cc3ac1a.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/ecbe031298f88142bdefde0422e788e1.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/e1bb38c684f17839e29ddde8b27adcac.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/5b09bd7cfa310f02dd22a0b8aaa25edb.jpg,▫️▪️黄水晶黄锂云母魔盒手串 - 材质：黄水晶、黄锂云母魔盒、贝珠 尺寸：12.5mm；贝珠5mm,831|832|833|834|845|846|849|854|857|862|865|867|875|1054|1623
20,7791,黄水晶沉香木貔貅手串BAC1061x,150.00,https://aurayou2.lot-lot.com/image/32/2025/04/258fbed91a2cffcbbee9a9588af3bb18.jpg,https://aurayou2.lot-lot.com/image/32/2025/04/258fbed91a2cffcbbee9a9588af3bb18.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/f70ca5e3b9240dd31f3af3556bc596a5.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/b99471cc8a02fb8c55e70e3ca0563ace.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/5d921623c6781aae4c2502c847335a61.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/dba869fb3a572efc2f1f6d7527d63ea1.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/8e7eeeeed0e0ba70736c37c5c29e7320.jpg,▫️▪️黄水晶沉香木貔貅手串 - 材质：黄水晶、沉香木 尺寸：6.5mm,831|832|833|834|845|846|849|854|860|865|866|875|970|1054|1208
21,6768,黄水晶白幽灵蝴蝶结手串BAC947,197.00,https://aurayou2.lot-lot.com/image/32/2025/03/2008585a97b8ac105dd92bdade70b5cf.jpg,https://aurayou2.lot-lot.com/image/32/2025/03/2008585a97b8ac105dd92bdade70b5cf.jpg|https://aurayou2.lot-lot.com/image/32/2025/03/549ec20a5348697564d2e396e2d7af4f.jpg|https://aurayou2.lot-lot.com/image/32/2025/03/c465e552335085e609eb572350e0793c.jpg|https://aurayou2.lot-lot.com/image/32/2025/03/6d4183b23ef9c8460822731ad8fdab77.jpg|https://aurayou2.lot-lot.com/image/32/2025/03/796b855837e1d1e454fde6ab5b6bdf66.jpg|https://aurayou2.lot-lot.com/image/32/2025/03/218b4e44cb49a06e0682202e7844fbaa.jpg,▫️▪️黄水晶白幽灵蝴蝶结手串 - 材质：黄水晶，白幽灵 尺寸：9mm,831|832|833|834|845|846|849|852|853|854|857|862|875|1054|1056
22,6411,黄水晶黄胶花手串BAC1029,246.00,https://aurayou2.lot-lot.com/image/32/2025/01/7d6caa945b01ca771768e896a8cdccc3.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/7d6caa945b01ca771768e896a8cdccc3.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/2a52aaf947788204c89928e40facdb31.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/85f0798bacd67018c872662a03de53f3.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/ea850023562a34f1ef169d62e58a78a3.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/c40c8bec790eedd6bb9a6687ee4bcab2.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/f7cad4277272035b246ca6552ff7373b.jpg,▫️▪️黄水晶黄胶花手串 - 材质：黄水晶、黄胶花 尺寸：15mm/11mm,831|832|833|834|845|846|849|854|858|860|861|862|875
23,6399,黄茶系手串（男士）BAC623,200.00,https://aurayou2.lot-lot.com/image/32/2025/08/58c2631286e9eb5f4c31e32d42fec7fa.jpg,https://aurayou2.lot-lot.com/image/32/2025/08/58c2631286e9eb5f4c31e32d42fec7fa.jpg|https://aurayou2.lot-lot.com/image/32/2025/08/58a68caf2a89d5b586d98bc15709ff14.jpg|https://aurayou2.lot-lot.com/image/32/2025/08/8a2329627b95ec0472fe45562e123bc6.jpg|https://aurayou2.lot-lot.com/image/32/2025/08/792301c965c4934e8f5772942774a078.jpg|https://aurayou2.lot-lot.com/image/32/2025/08/ba2b28d6ba698e2dd5e9a37e63c1a241.jpg|https://aurayou2.lot-lot.com/image/32/2025/08/6fe1cc944e50ddfe49d7a0e42998d4dd.jpg,▫️▪️ 黄茶系手串（男士） - 材质：黄水晶、黄虎眼、黑金超、茶水晶 尺寸：12mm,831|834|870|875|879|925
24,5856,樱花玛瑙魔盒手牌BAC841,206.00,https://aurayou2.lot-lot.com/image/32/2025/04/9b409645a5dba38cdab9c2067d298a3f.jpg,https://aurayou2.lot-lot.com/image/32/2025/04/9b409645a5dba38cdab9c2067d298a3f.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/e933e0a80946e1c2d05ff023b536cef0.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/c0c4132a6822578f48e82339e360d1fd.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/ed6a68f9a4e0c8a9e5ca1a5d67c16309.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/7e8eea45a42e70bb8571fc93b3d2093a.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/67cdc0c5f5aced0272e7be2f0b014620.jpg,▫️▪️樱花玛瑙黄水晶魔盒手牌 - 材质：樱花玛瑙、黄水晶 尺寸：13*18mm/4mm,831|832|833|834|845|846|848|849|850|852|854|857|860|867|868|875|887
25,5748,黄水晶手串BAC723,359.00,https://aurayou2.lot-lot.com/image/32/2025/01/cf00980e10d3c948c92ab36a51c04c5c.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/cf00980e10d3c948c92ab36a51c04c5c.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/85b12e8c55655a2aa2534a7b8a7f1033.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/266ddc62f05f6695dc54d8146436efd6.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/e171c6ca1932ab1113254dee94fc7bfe.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/5b512575661e0014c9c3efcbc703b5f4.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/ba1e34eb154e51594e055e55a1d47e6c.jpg,▫️▪️黄水晶手串 - 材质：黄水晶 尺寸：14m,831|832|833|834|845|846|849|854|855|857|861|875
26,5746,黄水晶绿萤石随形手串BAC721,370.00,https://aurayou2.lot-lot.com/image/32/2025/01/7ff5c93ca2c3cb037463dc0a8c9f5650.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/7ff5c93ca2c3cb037463dc0a8c9f5650.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/23a91306d5a010bb85c0433947d44e66.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/1a336ab650d4f98f16cf2130a9e6e1e4.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/2fd7fd443f62d4fbd7893e7daade6699.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/52b0a9f3ec9ed278f34bae8ee4dd359f.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/39475b6f319494b9f44d734a89cc579a.jpg,▫️▪️黄水晶绿萤石随形手串 - 材质：黄水晶、绿萤石 尺寸：14mm,831|832|833|834|845|846|847|849|850|852|853|855|857|861|875
27,5743,黄水晶九尾狐手串BAC718,222.00,https://aurayou2.lot-lot.com/image/32/2025/01/ab1b4c2de254af0902809f99e60def55.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/ab1b4c2de254af0902809f99e60def55.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/55ea9425c4241ab6e9743aa507c08f0a.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/1e866c190eb9a89294894ec6ce24ea4b.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/b908a407f64acb436db35970bb7e2726.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/5cdf1a4efaf7c9f4eae3e7027ec7e486.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/2dbd1efea37a2d4eb9cd9e89e4787f09.jpg,▫️▪️黄水晶九尾狐手串 - 材质：黄水晶、白水晶 尺寸：10mm,831|833|845|846|849|854|875
28,5741,柠檬黄水晶手串BAC716,222.00,https://aurayou2.lot-lot.com/image/32/2025/01/b986f81e29a50677ae8e80612934845a.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/b986f81e29a50677ae8e80612934845a.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/dcb9c179e024f54e32d9c479e89c1fb5.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/b5288f3bcac9e0018aba669de0ad8c01.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/2d8a87d346d3ca1c51f5a09473fc1d0b.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/b058f1d18e344d2308eb6f052549be95.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/3a34055234ed36c09dcdf8d55f48c839.jpg,▫️▪️柠檬黄水晶手串 - 材质：柠檬黄水晶 尺寸：12mm,831|832|833|834|845|846|849|854|855|862|875
29,5686,黄水晶黄塔晶白水晶狐狐手串BAC662,302.00,https://aurayou2.lot-lot.com/image/32/2025/01/b6bfb90613fb1adea27cd5322ceafe51.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/b6bfb90613fb1adea27cd5322ceafe51.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/c379d8969941e6f09add5ea7c50b71fd.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/8a7e5e9ad0cd7897cd87b02c0495b342.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/146c12450e70efa759634dd87bdf4a25.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/66e538cb883ca6ea46f5a554295993b1.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/3f2bb6b4f3c304380cdafa3c7e6db461.jpg,▫️▪️黄水晶黄塔晶白水晶狐狐手串 - 材质：黄水晶、黄塔晶、白水晶 尺寸：10mm/14mm,831|832|833|834|845|846|847|849|852|853|854|857|861|866|875
